"A" "M_cont" "M_bin" "M_cat" "contY_binMcontM_noint" "contY_catMbinM_noint" "contY_catMcontM_noint" "binY_binMcontM_noint" "binY_catMbinM_noint" "binY_catMcontM_noint" "countY_binMcontM_noint" "countY_catMbinM_noint" "countY_catMcontM_noint" "C"
"9602" 1 0.256037251704581 0 0 -3.96606226326803 -4.25852990008571 -3.74921706673129 0 0 0 2 6 5 -0.586739680955769
"9603" 0 -0.316259874320072 1 2 -4.28327052513603 -2.34857384597323 -3.95183105591077 0 0 0 3 3 3 -0.26347248399503
"9604" 1 0.758442440505947 1 2 -1.64454992135671 -1.29705160424484 -1.63069226221661 1 1 0 3 1 0 1.89149018540248
"9605" 0 -0.0277905438135418 1 1 -4.15187375556118 -1.78494380418698 -4.07829704534291 0 0 0 1 1 1 1.42690920088179
"9606" 0 0.148111353881093 0 2 -4.77683826989926 -3.69271424464546 -2.82858352831754 0 1 0 7 6 2 1.20817192097716
"9607" 1 0.582096493282227 0 2 -3.01155964438015 -2.71339482695985 -1.15532303856127 0 0 0 4 2 2 2.48763354857303
"9608" 0 -0.406175057824851 0 1 -5.66570183319755 -3.11204937801246 -4.7935944460546 0 0 0 9 2 3 -0.276365184965465
"9609" 1 0.7415082601997 1 1 -1.56393311161302 -0.97832058035701 -1.71756291919851 0 0 0 2 0 1 2.15981880276703
"9610" 0 -0.117393640629733 1 1 -4.24118388247554 -1.90230356926361 -3.74317335225433 0 1 0 3 5 2 0.609868539362578
"9611" 0 0.0678981803545436 1 0 -3.63553338765556 -3.10485219860618 -5.00504263982642 0 0 0 3 4 7 1.17733629714532
"9612" 0 0.121252535951441 1 2 -3.39401685669177 -2.20094213669206 -3.24027675657734 0 0 0 1 1 1 2.13562160111941
"9613" 1 0.459235524366052 1 0 -1.79778020031501 -2.49376047311849 -3.2072639655568 1 0 0 0 5 3 1.06127816648249
"9614" 0 0.302964543083428 0 2 -4.50719143393895 -3.59598165454155 -2.77101863913078 0 0 0 2 4 2 2.78212417404123
"9615" 0 -0.0495559806033579 0 2 -5.19660418459009 -3.73872741754108 -3.5462853828014 0 0 0 7 3 0 0.916990551548517
"9616" 0 -0.0277908067014791 0 0 -5.19721471477001 -5.22956667102891 -5.04682497024434 0 0 0 4 10 5 0.40175891866619
"9617" 0 -0.0188775515501522 1 2 -3.56874855512082 -2.21248175410668 -3.39447691902586 0 0 0 6 4 2 1.19893502391262
"9618" 0 0.181680462871479 0 1 -4.63577997697851 -3.31265111597052 -3.74645102359861 0 0 0 9 3 2 1.48687583219588
"9619" 0 0.26342678382186 1 2 -3.15027930768508 -2.00702917665491 -2.92037877703997 0 0 0 1 1 3 3.22069696436126
"9620" 1 0.0685085540614359 0 0 -4.28434666270666 -4.18537949844782 -4.02139534605653 0 0 0 5 3 6 0.00542539725211244
"9621" 1 0.26256642581125 1 1 -2.54475292039819 -0.931487365941283 -2.50676363182961 0 0 0 3 1 4 -0.562966517729208
"9622" 0 -0.0816875078404922 1 0 -3.9001720210696 -3.61311027761912 -5.18131604325338 0 0 0 5 2 8 0.952999025804088
"9623" 0 0.114327972689888 0 1 -4.81988667654957 -3.14802792061451 -3.59174113279555 0 0 0 4 4 3 0.901276338098532
"9624" 1 0.454598537773121 1 2 -2.5271595896312 -1.38604290426504 -1.65816628038092 1 0 0 2 1 1 1.40219533430564
"9625" 0 -0.167779558471301 0 0 -5.38756944001735 -5.02011470034887 -5.20487222748332 0 0 0 4 6 5 0.292914499213314
"9626" 0 -0.22717141160065 1 1 -4.13406360775389 -1.68751074902081 -4.29844998771 0 0 0 3 3 4 0.179402548020505
"9627" 0 -0.491065089157001 0 0 -6.00155133529923 -5.11565634709583 -6.00956976278161 0 0 0 5 6 5 -0.574093372204634
"9628" 1 0.321273453691286 1 0 -2.37310672673649 -2.41254550407622 -3.49259948847449 0 0 0 1 2 9 1.07465313148783
"9629" 1 0.952663194885797 1 1 -0.470524518959239 -0.727696945540591 -0.999499846310446 0 0 0 0 0 2 3.3934684055307
"9630" 0 0.240136463941285 1 2 -3.2490164993464 -2.32203244855891 -2.37587497386663 0 0 0 3 6 0 2.11583010283151
"9631" 1 0.463522057843771 1 2 -1.77342014858088 -1.31596600662195 -2.01699604116608 0 1 0 1 0 2 1.20614351051051
"9632" 1 0.416474421769263 1 2 -2.33575400347579 -1.37570680664348 -2.03546796678692 0 0 0 1 1 1 0.494375207509046
"9633" 1 0.265833381130586 1 0 -2.33362928707546 -2.91441860227902 -3.47080641959469 0 0 0 6 1 2 0.00274091477355021
"9634" 0 -0.352831548745885 1 2 -4.42842227227388 -2.5962921159384 -4.04553105546674 0 0 0 4 2 2 -0.883126144858037
"9635" 0 0.0734600366380394 1 2 -3.44499743918218 -2.21645112317285 -3.23710593924041 0 0 0 3 1 1 1.06332032909206
"9636" 0 0.166840998187865 1 1 -3.45863864481692 -1.67948036347956 -3.30818245309329 0 0 0 1 1 4 1.14228576183484
"9637" 0 -0.46610861303367 0 2 -5.81926722120949 -3.524732578291 -4.56196488247086 0 1 1 5 4 1 -0.624776163502769
"9638" 0 -0.335111685626696 0 1 -5.54359177810158 -3.30700949237996 -4.71617675781325 0 0 0 1 5 3 -0.19810861144563
"9639" 0 0.229339219887009 1 2 -3.06008993313797 -1.95523689554169 -2.56414485425104 0 0 0 4 2 1 2.18501348286649
"9640" 1 0.654453770296453 0 2 -2.99618774609691 -2.73401970035506 -1.40088364335269 0 0 1 6 2 1 1.28091243083132
"9641" 0 -0.0226370259408099 0 0 -5.16393954300849 -5.06422102801717 -5.14031920735058 0 0 0 4 3 7 0.818176698359828
"9642" 1 0.714499739951514 0 1 -2.96117685379102 -2.27265950359203 -1.2784185984938 0 0 1 2 2 2 1.74900425288502
"9643" 0 0.0161914409466124 1 0 -3.61050236229064 -3.4378730897068 -5.05342197855676 0 0 0 6 3 3 1.42985400856894
"9644" 0 0.15859409816597 1 1 -3.41404850977292 -1.27607440873895 -3.36616907888083 0 0 0 3 6 4 1.84104283525547
"9645" 0 -0.100773824186158 1 0 -3.91737853632914 -3.51558571731642 -5.4114737749354 0 0 0 8 4 6 0.694016559537046
"9646" 0 -0.175318135417931 1 0 -4.11666007109046 -3.14022444446047 -5.47763036739586 0 0 0 2 3 10 0.780175379007101
"9647" 1 0.549846621538313 1 0 -2.02781985467192 -2.40368106860884 -2.72154442225187 0 0 0 4 3 3 0.935391783358396
"9648" 0 -0.0749205487784833 1 2 -3.746448092364 -1.87277583364761 -3.54031049080068 0 1 0 9 2 2 1.46631816452049
"9649" 0 -0.0190072307638107 0 0 -4.9188048871511 -4.54565189681944 -4.6711750995895 0 0 0 5 5 4 1.50062257483983
"9650" 0 -0.000574366532093071 1 2 -3.64332309662143 -2.12629833452773 -3.37391970376806 0 0 0 3 2 2 1.55981149765453
"9651" 1 0.748702633346344 1 2 -1.29368497345147 -1.11820228650348 -1.03245779814151 0 0 1 0 2 0 2.98717274837934
"9652" 1 0.298313819727299 1 2 -2.52818254726412 -1.31044563300973 -2.13411737334316 0 0 0 3 0 3 0.321835576718257
"9653" 1 0.429112686215896 0 0 -3.89870852311149 -4.31762413626532 -3.36302411150291 0 0 0 1 2 5 0.402076501586671
"9654" 1 0.270497445347584 1 2 -2.51941375224338 -1.690066272683 -2.17907322063794 0 0 0 5 3 2 0.333740043295035
"9655" 0 0.391263691944826 1 0 -2.73732345965274 -3.18268778423319 -4.15139957748207 0 0 0 0 3 3 1.99372181158597
"9656" 0 0.276244902380404 0 2 -4.45972317993001 -3.6912462102469 -2.84797394393034 0 0 0 2 4 2 2.50906208373271
"9657" 1 0.165204847054193 1 0 -2.30054361680572 -3.02675570616107 -3.8274139008948 0 0 0 1 2 1 0.267496928702073
"9658" 1 0.712947355338232 1 0 -1.60916101462378 -2.47721739139427 -2.68185707176654 0 0 0 2 6 4 1.81944212352619
"9659" 0 0.274483957018729 0 1 -4.263387394342 -3.15925139352853 -3.45659348045942 0 0 0 4 1 1 1.83291750891978
"9660" 1 0.488413774734339 0 1 -3.06133325876043 -2.09156723878862 -1.88589634148018 0 0 0 5 0 4 1.38711954234292
"9661" 1 0.728772756216941 1 1 -1.90008885918784 -0.6113379646417 -1.32784329085984 0 1 0 3 1 1 2.34493399727191
"9662" 0 -0.0328786317951863 0 1 -4.87266154196262 -3.08559375342793 -3.61732493164976 0 0 0 10 4 2 1.32582527632154
"9663" 1 0.198878532580141 1 0 -2.494415360331 -2.74089313649009 -3.43325186841404 0 0 0 2 4 5 0.0581721087686738
"9664" 1 0.526779577006435 1 2 -2.05545429597369 -1.62503191479751 -1.77642452326539 0 1 0 3 1 2 0.672255049396671
"9665" 0 -0.328748107535225 1 2 -3.96076064148988 -2.27841787341182 -4.05412910229204 0 1 0 4 1 5 -0.359527119747578
"9666" 1 0.638994372565611 1 0 -1.38393113900035 -2.79893975662901 -2.82089215373456 0 0 0 1 2 3 1.98900256106441
"9667" 0 0.0369220015929881 1 1 -3.55027048045004 -1.77798145850113 -3.53069769569792 0 0 0 1 1 1 1.59444465890574
"9668" 0 0.189161479505819 1 2 -3.47453702371739 -2.38866291095835 -3.14379657691601 0 0 0 1 3 2 2.15867232961212
"9669" 0 0.240747087259111 0 0 -4.32656325842563 -5.16629955096386 -4.09482738809737 0 0 0 5 4 2 1.83126667722258
"9670" 0 0.0826599975730506 0 1 -4.5761957233448 -2.79231611764331 -3.61739944707643 0 0 0 6 3 6 1.30313833860976
"9671" 0 0.0716252540288837 0 2 -4.90229948025053 -3.88935529514006 -3.44022720374046 0 0 0 6 6 2 1.60952970395408
"9672" 0 -0.293623564795132 1 0 -4.18586458597998 -3.59638070876595 -5.51040841451965 0 0 0 6 4 4 -0.0867542428581256
"9673" 1 0.0902805274546651 1 0 -2.85671755125361 -2.59072825216281 -4.32708010683526 1 0 0 3 2 6 -0.608921446256173
"9674" 1 0.161271318696209 1 1 -2.67109042280614 -0.960772143794152 -3.03772797412092 0 0 0 3 0 3 -0.542476112182399
"9675" 0 0.280481308934259 0 1 -4.43228660953807 -2.58549679565879 -2.85074071502227 0 0 0 3 0 3 1.87536279659211
"9676" 1 0.548140383756693 0 0 -3.09919588051791 -4.11737305148074 -3.36022624703857 0 0 0 3 1 2 1.40993477738242
"9677" 1 0.675802791144908 0 2 -3.11097811885066 -3.22613433719557 -0.952297415871105 0 0 1 1 2 2 1.22838694252336
"9678" 1 0.30391924244398 1 2 -2.31439017989765 -1.53609300700452 -2.01280836818347 0 0 0 2 4 3 0.530150017470436
"9679" 0 -0.186002860115061 1 0 -4.00003816845061 -3.14047558618863 -5.31333053090481 0 0 0 9 3 1 0.079030666476912
"9680" 1 0.370009339670923 1 1 -2.06272628581247 -0.955070506804017 -2.3677616297056 1 0 0 2 1 1 0.142724645314966
"9681" 1 0.183303183425736 1 0 -2.92936230525786 -2.79749342149716 -4.13739988101691 0 0 0 2 4 4 -0.578332495636662
"9682" 0 -0.232534324667024 0 0 -5.22361614538315 -5.12974321249872 -5.07645205288337 0 0 0 6 3 4 0.453780261461659
"9683" 0 -0.136200071293847 0 0 -5.32244862234838 -4.80226468554475 -5.09431551388193 0 0 0 7 3 7 0.534381261533377
"9684" 0 -0.222729089987202 1 0 -4.22768589886361 -3.11661050627771 -5.56284116468409 0 1 0 2 4 5 0.723648090036217
"9685" 0 -0.104276409966069 0 0 -5.07606164818211 -4.83601927419565 -4.87402946269532 0 0 0 8 8 6 0.463506796626833
"9686" 0 -0.433009702979452 0 1 -5.80900741668102 -3.0932708182668 -5.01958761172296 0 0 0 7 1 7 -1.0681299671587
"9687" 1 0.276438404307144 1 0 -2.46049678161169 -2.54050898614829 -4.08455528705329 0 0 0 1 6 5 0.27929972827038
"9688" 0 -0.158418019550296 0 2 -4.94437407178229 -4.12428475234785 -3.80050162223869 1 0 0 13 4 3 0.87533873751856
"9689" 0 0.0313935142633161 1 0 -3.39195003944497 -3.29802200342973 -4.90662106356332 0 0 0 8 4 5 1.59552385686778
"9690" 0 0.447605997584513 0 0 -3.94860695665092 -4.8175832020927 -4.0223928781428 0 0 1 5 6 4 3.01781736308437
"9691" 1 0.660975936023868 1 2 -1.38482578765843 -1.44410367959463 -1.50735466627065 0 0 0 0 0 1 1.89090951353033
"9692" 1 0.645995582950045 1 2 -1.5942351971333 -1.54580512917435 -1.09977384281049 1 0 0 1 3 0 1.58996278480443
"9693" 0 -0.158043151339861 0 2 -5.11571537087995 -3.75594361433576 -3.60073229024631 0 0 0 7 2 6 0.603356922417895
"9694" 1 0.576748048082539 1 1 -1.54702112987753 -0.450824362629104 -1.85851889755444 0 0 0 3 0 4 2.16400323768154
"9695" 0 -0.314038198742461 1 1 -4.31136995757186 -1.44085400093224 -4.42351575413641 0 0 0 5 0 4 0.586141012390473
"9696" 0 0.284038931199869 1 2 -3.27022593436396 -1.94678155842744 -2.92117054407114 0 0 0 1 2 4 2.83547707699592
"9697" 0 -0.565997998742288 0 0 -5.93446330683483 -5.06450596164406 -6.36909401670886 0 0 0 4 5 3 -1.48245577791939
"9698" 0 -0.243910807222095 0 0 -5.65117222607197 -5.05776055878085 -5.43629268048729 0 0 0 2 2 3 0.162549496803528
"9699" 1 0.242972083755673 1 0 -2.70578412843001 -2.5162000148126 -3.49360098061136 0 0 0 3 1 4 0.157905026777604
"9700" 1 0.20592408575507 1 2 -2.25584930625555 -1.20619735218271 -2.0983301569633 0 0 0 6 1 3 0.831582831509609
"9701" 0 0.241943510504553 0 0 -4.38231433632519 -4.57738794786089 -4.53455211556539 0 0 0 4 8 3 3.0050711579043
"9702" 0 0.0339941429807936 0 0 -4.90484640977599 -4.85205405409628 -4.84762773915274 0 0 0 5 6 5 1.69964851706509
"9703" 0 -0.273366700028466 1 1 -4.27465991180252 -1.64116483089783 -4.56971102244884 0 0 0 6 1 5 0.444303352780759
"9704" 0 -0.346748731350758 0 2 -5.41961190767648 -3.7730675607666 -4.26695822349742 0 1 0 4 2 2 0.272505308265715
"9705" 0 -0.292956191851681 1 1 -4.41302696424288 -1.5668667858942 -4.20699785541657 0 0 0 3 0 5 0.700068372265237
"9706" 0 -0.242980030838593 1 2 -3.78629494168577 -2.32785799088203 -4.23486050557883 0 0 0 6 1 2 -0.364430480253515
"9707" 0 -0.180649839465524 0 2 -5.35915978773308 -3.46801503757121 -3.91753640772288 0 0 0 11 6 3 -0.215995653667773
"9708" 1 0.556213002201949 0 2 -2.9760164178451 -2.73073933803395 -1.40903751374293 0 0 0 2 3 1 0.867521379843645
"9709" 0 -0.0804993905743991 1 0 -3.56754003270918 -3.08957953471446 -4.71233872848503 0 0 0 3 2 6 0.966131785846531
"9710" 0 -0.13557200969429 0 2 -4.9681509070495 -3.77634287167997 -3.75681322013802 0 0 0 10 9 3 0.120828625622032
"9711" 0 -0.171592170611907 0 1 -5.15276409686022 -3.12617720513688 -4.13586006540617 0 0 0 5 4 1 1.00891141626962
"9712" 1 0.326866315793023 0 2 -3.5590153599405 -2.92575971418038 -2.01869964289391 0 0 1 4 6 4 0.616490463030745
"9713" 0 0.130541783217998 1 2 -3.14284792513686 -2.17493436659655 -3.07068378558409 0 0 0 3 2 7 1.9771659102141
"9714" 0 0.0264066799482172 1 1 -3.84308751467406 -1.35928036888832 -3.61697310430178 0 0 0 2 1 2 1.31357201836485
"9715" 0 -0.079632022904205 0 0 -5.25725414982938 -5.18003470972518 -5.17434446455406 0 0 0 4 6 8 0.310470305148266
"9716" 1 0.316115022964965 1 1 -2.39563701712282 -0.935071803384946 -2.12590502754121 0 0 0 2 0 1 0.392734870539915
"9717" 1 0.673036902233676 1 0 -1.70754644551309 -2.6358134823125 -2.67837913333443 0 0 0 1 3 1 1.31634566889583
"9718" 0 -0.352380699503567 1 0 -4.16849239202364 -3.34430677947042 -5.0879270581116 0 1 0 4 3 0 0.958063044380963
"9719" 0 -0.20313417327663 0 0 -5.39585562634 -4.99308261180642 -5.33944304894576 0 0 0 3 5 6 -0.125973262554088
"9720" 0 -0.238184338408016 1 1 -4.33877622124617 -2.01912526523592 -4.38468748546725 0 0 0 3 2 6 -1.30722322758878
"9721" 0 0.110844812204228 1 2 -3.3609942708903 -2.39009750406544 -2.84855591487637 0 0 0 2 0 3 1.4066603368931
"9722" 0 0.0760254897089759 1 2 -3.54840732820752 -2.04498326946834 -3.24292256442602 0 1 0 3 1 0 2.03317934099268
"9723" 1 0.333145723731563 1 1 -2.21840267952588 -0.744502879932111 -1.91058803183416 0 1 0 0 0 2 1.11945920802606
"9724" 1 0.105929481370151 0 0 -4.22578608787167 -4.47020811534748 -4.26761711755052 1 0 0 1 3 6 -0.764079953012935
"9725" 1 0.706922668760539 0 1 -2.6720623535823 -2.1635835290994 -1.83684456465905 0 0 0 1 1 1 1.73310502203211
"9726" 0 -0.223543078693755 1 2 -4.20159618054392 -2.09356670029586 -3.71559018389448 0 0 0 3 4 9 0.535994291003263
"9727" 0 -0.270250086446053 1 0 -4.14043303835569 -3.29310769651387 -5.47308643179333 0 0 0 6 11 6 0.168873164753395
"9728" 0 -0.0556304626775212 1 1 -3.81498392626559 -1.65166467633848 -3.71506248146414 0 0 0 1 2 2 0.68649465761268
"9729" 0 -0.194333118993563 0 0 -5.19073546396439 -4.63703166545977 -5.25013986851989 0 0 0 8 1 4 -0.171815074119965
"9730" 0 0.0346385295032147 0 0 -4.56334386039627 -4.78020976182608 -4.71221641219539 0 0 0 8 5 10 1.13348997254272
"9731" 0 -0.119106412003035 0 2 -5.02922602858176 -3.48612397846994 -3.71131592135306 0 0 1 5 2 7 0.795666814144491
"9732" 0 0.25923216691215 0 1 -4.00023388064663 -2.65782704957787 -3.18856621921525 0 0 0 5 5 3 1.66928426324418
"9733" 0 0.0225369014428362 0 1 -4.43999622927247 -2.82218529816212 -3.59064445003312 0 0 0 6 2 7 2.20428074444814
"9734" 1 0.299002977247223 0 0 -3.51377943405007 -4.08519667761395 -3.43114974200903 0 0 0 4 2 5 0.768494229606591
"9735" 1 -0.0589472165339034 0 0 -4.40475871158999 -4.20134317093061 -4.42233907181064 0 0 0 5 8 2 -1.41281085603983
"9736" 1 0.683733441851144 1 2 -1.33617645386702 -1.69289120989862 -1.0996157020703 1 0 1 1 1 2 1.31970791897151
"9737" 0 0.183336636148349 0 2 -4.00288573400343 -3.76879033138793 -3.35348920058608 0 0 1 4 4 6 1.23126160235569
"9738" 1 0.286413024303014 1 2 -2.36686440419081 -1.26031878462251 -2.16460335752596 0 0 0 6 1 5 0.532356428218307
"9739" 0 0.275674720875476 1 1 -2.8659814724954 -1.34985799527811 -3.29837351765326 0 0 0 2 1 4 2.99547691416555
"9740" 0 0.132626054840263 0 2 -4.75687616857459 -3.26336152599744 -3.12766496113563 0 0 0 2 3 3 2.06716325212588
"9741" 1 0.760308294449216 1 2 -1.7664606488206 -1.10045018278995 -1.20123375678283 0 0 1 3 2 1 2.06608569341998
"9742" 0 -0.09237303149869 0 2 -5.30991445603512 -3.48201823736258 -3.50604797676405 0 0 0 7 4 2 1.21857607661732
"9743" 1 0.494106598682803 0 1 -3.37022784047274 -2.37558126605715 -1.97645065169027 0 0 0 3 2 2 0.97608122690568
"9744" 1 0.0958010786857604 1 2 -2.79605522956729 -1.37676779504305 -2.67567528199335 0 0 0 1 3 4 -0.439581280512901
"9745" 1 0.63207296745432 1 1 -1.69813123001629 -0.471897168340778 -1.51847330851162 1 0 0 1 1 1 1.16734076923285
"9746" 0 -0.016370779003058 0 2 -4.8452461427831 -4.08393527082576 -3.36458271681862 0 0 0 8 3 5 0.370017996057077
"9747" 0 -0.0810847382572959 0 2 -4.8351784781082 -3.95233911697263 -3.39058561446094 0 0 0 4 3 4 1.2325451275953
"9748" 1 0.245787488798922 1 2 -2.34049011959417 -1.48140544679727 -2.53753583893699 0 0 0 4 2 3 -0.0480441635759905
"9749" 0 -0.577301513360164 0 1 -6.12272205200969 -3.19967732101973 -4.81749672706611 0 0 0 5 5 4 -0.769909400432536
"9750" 0 -0.22286583113345 0 1 -5.78440399364272 -3.09807932889733 -4.40792886903323 0 0 0 5 6 7 -0.600438555904329
"9751" 0 -0.471331588267361 0 0 -6.19334856879902 -4.95420703691451 -5.87722948935633 0 0 0 4 6 4 -0.417218723967315
"9752" 0 -0.383031942267673 1 2 -4.20566683534456 -2.25231098174289 -3.91079895881961 0 0 0 7 2 5 0.00892796344359603
"9753" 1 0.439020036482666 1 2 -1.8322138816935 -1.08743465636187 -1.48752351243771 1 0 1 2 1 1 1.3109566872182
"9754" 0 0.00257132292132174 1 1 -3.85583241717999 -1.37714831695282 -3.6792476839306 0 0 0 4 1 3 1.48510712169462
"9755" 1 0.456998667288013 1 1 -2.17641214767965 -0.69673412104524 -2.32978869364129 0 0 1 2 1 1 1.23872973287193
"9756" 0 -0.00908485138089377 1 1 -3.63552837622391 -1.61976598631247 -3.48923823684132 0 0 0 3 1 6 1.69872853143419
"9757" 1 0.851622134140238 0 0 -2.1310443809518 -3.96382597652393 -2.33282133622819 0 0 0 1 3 0 2.84667764243991
"9758" 1 0.69201050756861 1 2 -1.67443032895966 -1.63238503683474 -1.07873501490656 0 0 0 2 1 1 0.875316189440242
"9759" 0 0.0594736937377692 0 1 -4.77649640840373 -2.98152793171383 -3.76155563192583 0 0 0 7 2 5 0.283897233751198
"9760" 0 -0.148655760578526 1 2 -4.41864156701299 -2.16860949748439 -3.8032817822942 0 1 0 3 2 2 0.509846371982761
"9761" 1 0.522764023390888 0 1 -3.26014769068515 -2.25188504919841 -1.76509647693471 0 0 0 7 2 3 0.708319290325519
"9762" 0 0.197309954584179 0 1 -4.18554064148996 -2.82267880229141 -3.22300207557363 0 0 0 3 3 3 2.45654375592482
"9763" 1 0.777337743409174 1 2 -1.35058608195197 -1.29544318784523 -0.896883019203877 0 0 0 1 0 0 1.99706548780917
"9764" 0 0.148483610293201 0 0 -4.52487885141699 -4.68514657417841 -4.77305029721285 0 0 0 8 5 8 1.73076313673328
"9765" 0 -0.264504829311337 0 0 -5.21135030435005 -4.84974384146181 -5.4947054863809 0 0 0 6 4 3 1.26319716971522
"9766" 1 0.334604520395112 1 0 -2.71065337057397 -2.33013247180529 -3.84998507753608 0 0 0 1 1 4 -0.0797444168602324
"9767" 0 -0.255460022210467 1 1 -3.94048045829394 -1.6348817948235 -3.89125477731644 0 0 0 7 5 4 0.671246046906232
"9768" 0 -0.0445866356846948 0 2 -5.18204185874487 -4.10345210077049 -3.46102306047556 0 0 0 5 4 4 1.23091681995533
"9769" 1 0.544446546634684 1 1 -1.97769261735461 -0.688543338278455 -1.82233487400006 0 0 0 2 1 2 0.615007601199619
"9770" 0 -0.586444938748578 1 0 -4.84594470927958 -3.59402584759474 -6.14887929356109 0 0 0 5 1 11 -1.3829460943467
"9771" 1 0.257528274756665 0 0 -3.75972406384367 -3.98969214449719 -3.66861587822956 0 0 0 7 6 5 -0.227472093813854
"9772" 0 -0.127077951824403 1 0 -4.00260748948576 -3.2901651886583 -5.14294516818974 0 0 0 4 6 10 1.00023798105058
"9773" 0 0.0195188871836743 0 2 -4.65958516499043 -3.50782799158797 -3.46457398026002 0 0 0 3 1 2 1.66333004673688
"9774" 0 0.130067530800854 1 2 -3.63722633430456 -2.29679310623233 -3.13440069245202 0 0 0 5 1 5 1.42550697733765
"9775" 0 -0.134787413949762 0 0 -4.79474359338692 -4.77515305169026 -4.94437243157866 0 0 0 6 6 4 1.47878578364569
"9776" 1 0.584005138115987 1 0 -1.80978889506329 -2.35293049234769 -3.09562193788396 0 0 0 3 3 4 1.38688481384923
"9777" 0 -0.0690325171818313 0 2 -5.01269620123797 -3.4938896356656 -3.48566131224735 0 0 0 7 1 3 0.603133043911108
"9778" 1 0.596035787648617 1 1 -1.77026488098176 -1.10060124628046 -2.16832153994481 0 0 0 0 0 2 1.44541850135527
"9779" 0 0.236707817850481 0 1 -4.23371169347162 -3.09933454512145 -3.05994670555917 0 0 0 1 1 4 2.2356428109013
"9780" 0 0.137156437288058 1 2 -3.39189783210365 -2.39033225425319 -3.05908601687055 0 0 0 3 3 7 1.12389817049212
"9781" 0 -0.062148251490799 0 2 -4.81898273377074 -3.79017558443708 -3.5987408720492 0 0 0 8 8 2 0.421038825088974
"9782" 0 -0.224145816956177 0 2 -5.00226180859119 -3.68232436193647 -3.77485179848344 0 0 0 0 5 4 0.231520307638427
"9783" 1 -0.0475391359489824 0 1 -4.42841216706186 -2.30712610645705 -3.32598209247474 0 0 0 7 2 2 -0.768063300401539
"9784" 0 0.0662441256781647 1 0 -3.82074306984283 -3.36554967412004 -4.424921787658 0 0 0 4 1 6 1.95136290534855
"9785" 0 -0.00460412381714548 0 1 -4.82695107783224 -3.23386536821697 -4.10052531447806 0 0 0 8 1 3 -0.0712512857098122
"9786" 0 -0.010247263613495 1 1 -3.75284456315953 -1.49392075809709 -3.54242070213591 0 0 0 1 1 4 1.26598973378911
"9787" 0 -0.23480917766319 1 0 -3.95098525786998 -3.29770368596013 -5.52432475834646 0 0 0 4 6 3 -0.280766887848274
"9788" 0 0.247456121989041 0 2 -4.08997010272169 -3.87706325335716 -3.05746592763916 0 0 0 3 1 2 1.60022426320006
"9789" 0 0.00330149015331706 1 0 -3.83517817590166 -3.53589160102869 -5.16871313664141 0 0 0 2 4 3 0.87347450552992
"9790" 0 -0.0571907265336852 1 1 -3.52126887477039 -1.69890786273912 -4.17157913774308 0 0 1 7 1 2 0.681153541951581
"9791" 0 0.0222720411799386 0 2 -4.99717898540093 -4.00207276104641 -3.40954416051465 0 0 0 6 0 1 0.735963185395949
"9792" 1 0.514993733768053 1 0 -1.69604672549835 -2.36484818275434 -3.66431863458796 0 0 0 2 1 5 1.92871241210703
"9793" 0 -0.217877301127661 0 0 -5.34747937133011 -4.75243059135057 -5.11585046093753 0 0 0 5 7 9 0.314331966772136
"9794" 0 -0.180796379289722 1 2 -4.01114342731766 -2.3162421525867 -3.76837732729126 0 0 0 1 1 5 0.128673426225823
"9795" 1 0.551717162670605 0 1 -2.75352178149002 -1.98895609075074 -1.62887643452404 0 0 0 5 2 0 2.04224577482264
"9796" 1 0.169046358691344 1 2 -2.64875141166868 -1.2329736614867 -2.19715263920194 0 1 0 2 0 6 -0.0418686096164931
"9797" 0 0.022915792391301 0 2 -4.85868422085019 -3.78269128540821 -3.20524110624895 0 0 0 6 5 2 1.52891457826789
"9798" 0 0.123477348099045 0 1 -4.36629810777072 -2.97119121616636 -3.22318831187236 0 0 1 4 2 8 1.98030068128419
"9799" 0 -0.230718552765595 1 1 -3.83502550182853 -1.59854435656645 -3.9914290940745 0 0 0 3 2 1 0.364055583336619
"9800" 1 0.573738200033433 0 2 -3.0195490312229 -2.83171789792866 -1.4193430884887 0 0 0 3 2 0 1.45779786522481
"9801" 1 0.79282030597663 1 1 -1.13730104702454 -0.453822752697672 -1.1879745379039 0 0 0 1 0 1 2.21312757693475
"9802" 0 -0.333711510803775 1 2 -4.48437066062613 -2.218053094532 -4.14820617680344 0 0 1 4 3 3 -0.383975198170252
"9803" 1 0.826961239536041 1 0 -1.24473313108721 -2.52350604410927 -2.37794422343876 0 0 0 1 2 2 2.79809621737832
"9804" 0 -0.025790350669708 0 0 -5.18595340451957 -4.77990118123819 -4.88192863838946 0 0 0 5 7 8 1.76613293102008
"9805" 0 0.14438622813215 0 1 -4.71514009440263 -3.24816538824374 -3.4572249930406 0 0 0 3 3 5 1.14517880257217
"9806" 1 0.589430782345428 0 0 -3.15430315295596 -4.01276380975825 -2.8371591494711 0 0 0 2 4 7 1.44019315264796
"9807" 0 0.0898504332291185 0 2 -4.66484037329302 -3.74180879755835 -2.76768883547239 0 1 0 3 3 6 1.61117961506589
"9808" 0 0.0172992539340917 0 1 -4.85537143791099 -3.07125367163301 -3.40785042131469 0 0 0 5 2 5 1.05402550900595
