"A" "L_bin" "L_cat" "M_cont" "M_bin" "M_cat" "contY_binMcontM_EMint" "contY_catMbinM_EMint" "contY_catMcontM_EMint" "binY_binMcontM_EMint" "binY_catMbinM_EMint" "binY_catMcontM_EMint" "countY_binMcontM_EMint" "countY_catMbinM_EMint" "countY_catMcontM_EMint" "C"
"7858" 1 1 2 0.613622664850721 1 2 -1.02349167000354 -1.11985090300141 -0.831902995767277 0 1 0 0 0 2 1.1230598506297
"7859" 1 0 1 0.829454321245881 1 1 -1.19111587823924 -0.617808841436534 -0.910375447645285 0 0 1 1 0 0 1.41018629279115
"7860" 0 1 0 -0.214717241512359 1 2 -3.90292096264492 -2.57061364700182 -3.74672135839548 0 0 0 4 2 6 -0.322762315653799
"7861" 0 1 1 0.796445097766628 1 2 -1.55077929643619 -1.37969119690168 -0.791170924871269 0 0 0 1 3 3 2.55118670535476
"7862" 1 1 1 1.13427741939526 0 1 -1.13401220498657 -1.59667669588397 0.230338631731668 0 0 0 2 3 0 1.97029578844698
"7863" 1 1 2 0.812524866617971 1 2 -0.653380633536335 -0.33657374763652 -0.707316304717044 0 0 0 0 1 1 0.681282159270611
"7864" 1 0 1 0.497473994763449 1 2 -1.28663389104781 -0.933331719728987 -1.66323806354372 0 0 0 2 1 3 -0.00902598532868426
"7865" 0 1 0 -0.307557919189061 1 2 -4.05580663136594 -2.02292714349179 -3.92759675640652 0 0 0 9 1 1 -0.184716404153052
"7866" 0 0 2 0.137670597977177 0 0 -4.27753610702832 -4.6121175667342 -4.71294619989717 0 0 0 4 5 4 0.507085067464113
"7867" 0 1 2 0.30430710308962 0 2 -4.27206405301119 -3.27877963614146 -2.46057773847315 0 0 0 2 3 2 0.576210528801344
"7868" 1 1 0 0.905007528471247 0 0 -1.91363756668361 -3.63341715690942 -2.02998571620474 1 0 0 1 4 3 2.16683213186934
"7869" 0 0 0 -0.164878272117673 1 2 -3.96108507440611 -2.65614942058281 -3.90694238607454 0 0 0 4 2 4 0.127041458231912
"7870" 0 0 0 -0.329204849910979 1 0 -4.09025350708519 -3.3207945666559 -5.8580459379501 0 0 0 3 4 6 -0.122772164556532
"7871" 1 0 0 0.993408771800435 1 0 -0.540027569021952 -1.87227498272049 -1.98759063687976 0 0 0 0 2 2 2.82175006852554
"7872" 0 1 1 0.206793398303686 0 1 -4.11536920290603 -2.32174403169721 -2.73454383735846 0 0 1 1 1 4 -0.477455004586469
"7873" 0 0 1 0.446293090454771 1 0 -2.33044540753874 -2.89263523230342 -3.75156346799332 0 0 0 2 7 5 1.43625693570464
"7874" 0 0 0 -0.253731718299425 1 2 -3.99866952075013 -2.63381631480164 -3.87556298850649 0 0 0 4 1 3 0.408787217496856
"7875" 1 0 2 0.682816615161517 0 0 -2.33928542654784 -3.5131309186008 -2.29993842224867 0 0 0 5 5 0 1.89071950568343
"7876" 1 1 1 1.21027914140663 1 2 -0.00523388632579558 -0.578265955174311 0.47225435289122 0 0 1 0 0 0 1.50680665489047
"7877" 0 1 0 0.302847912887716 1 2 -2.71325860061964 -1.43047407295638 -2.26878529749059 1 0 0 4 1 3 1.51504209680112
"7878" 1 1 2 0.7345228556416 1 2 -0.727852681234352 -1.24273630348189 -0.363844007603417 0 1 1 3 1 0 0.286511199451024
"7879" 1 0 0 0.755192557542201 1 1 -1.4219009974868 -0.591144121497562 -1.14250202361996 0 0 0 0 0 2 2.27705670176267
"7880" 1 1 2 1.08933102096654 0 2 -1.59936841950625 -2.08588174965626 0.11993861493986 0 0 0 2 2 0 2.56405262845225
"7881" 1 1 1 0.584401565531662 0 0 -2.54827981626551 -3.09510110574749 -2.09072592745919 0 0 0 3 3 1 -0.147846151015894
"7882" 0 0 0 0.0393381047580108 1 2 -3.4512721912753 -2.39949372381906 -3.28934948528266 0 0 0 3 2 4 1.72632426717783
"7883" 0 1 1 0.515696108485763 0 1 -3.66372856700576 -2.00175675920807 -2.08641136431724 0 0 0 1 2 1 1.5440913961019
"7884" 1 1 1 0.736602474878915 1 2 -0.712497723768899 -0.408773201607268 -0.530903503923683 0 0 1 0 2 0 0.353391510334916
"7885" 0 0 1 0.637380659091739 1 1 -2.04479794479193 -1.05019256181127 -2.17314657999117 0 0 0 0 0 3 1.47906462874002
"7886" 1 1 2 0.792776215847025 1 0 -0.511493019910781 -2.06040176002828 -2.18074748146333 0 0 0 1 0 2 1.39429371636115
"7887" 0 0 1 0.324643040615623 1 0 -2.82659594388374 -3.23860457036306 -3.9983222498818 0 0 0 0 3 3 1.86300553602818
"7888" 0 1 2 0.42977300465418 0 1 -3.50987745437998 -2.56866971512202 -2.85446970502642 0 0 0 5 3 2 1.06580780723446
"7889" 0 1 2 0.186548362705627 1 2 -2.66490133238818 -1.7528441560638 -2.40496606299846 0 0 0 3 2 2 0.520290970280655
"7890" 0 0 1 0.839616589583739 0 1 -2.54082807073368 -2.76966943831941 -1.74471736601219 0 0 0 2 1 0 3.63434160140374
"7891" 0 0 0 -0.272973650657655 1 1 -4.61423712226279 -1.85758867366717 -4.7201525837467 0 0 0 5 0 6 0.624263929091116
"7892" 0 1 0 0.0660326207828412 0 2 -4.85790931000695 -3.51445337668306 -2.70348609149425 0 0 0 4 4 3 1.21839574912314
"7893" 0 0 1 0.165569066222201 1 0 -2.69111192321268 -3.13203653828008 -4.44012403753419 0 0 0 4 5 2 1.15001582355233
"7894" 0 1 1 0.0842194757173609 0 1 -4.32804148790706 -2.60307872421136 -3.05164538522959 0 0 0 3 1 2 1.06091782689288
"7895" 0 0 1 0.239880695913859 1 0 -2.79984874508322 -2.91158641866106 -4.30347798607785 0 0 0 1 3 4 1.12231932354481
"7896" 1 1 1 0.717009443070738 1 2 -0.72822522316148 -0.3896599823849 -0.482382665621885 0 0 1 0 0 0 0.23004079365481
"7897" 1 0 2 0.611105448640007 1 1 -1.13625069409925 -0.509760274134082 -1.31543473827649 0 1 0 1 0 0 0.782030368588556
"7898" 1 0 2 0.542260490414323 1 1 -2.00337204864804 -0.558885065087131 -1.61740760866672 1 1 0 7 0 1 0.26704564841647
"7899" 0 1 2 0.370384052960958 0 0 -3.86573874209128 -4.37598310554877 -3.76573304887214 0 0 0 3 5 2 1.96864863063404
"7900" 0 1 2 0.20048752500497 1 1 -2.71259010951683 -1.00556467633991 -2.97830509120507 0 0 0 6 1 7 0.713555042424786
"7901" 1 1 1 1.34939102665684 1 1 0.635374149973244 0.270534999059871 0.565507124901856 1 0 1 1 0 0 3.3902243899769
"7902" 0 0 0 0.0537604325254727 1 2 -3.46142020952505 -1.84687394561346 -3.39193023145109 0 0 0 4 1 3 1.74613318693757
"7903" 0 0 1 0.338240862206962 1 2 -2.8712160636879 -1.84493997383214 -2.25706970243336 0 1 0 4 0 3 0.572327996016214
"7904" 0 0 0 -0.423498390391244 1 2 -4.69959142276366 -2.51000870128156 -4.22756536172497 0 0 0 6 3 4 -0.324389216668664
"7905" 0 1 1 0.225640571054156 0 2 -4.21163795801768 -3.05926985203475 -2.20995402521344 0 1 0 4 5 1 0.11430817185323
"7906" 1 0 1 0.503963883042204 1 1 -1.23309758855625 -0.12819986701596 -1.19199485006165 0 0 0 0 0 1 0.463730234810439
"7907" 1 0 1 0.619735597194423 1 0 -1.18730373057156 -2.07008492512848 -2.74644046172967 0 0 0 1 2 1 0.48025418945739
"7908" 1 0 0 0.537806205936653 0 2 -3.1181202855976 -2.83057998136196 -1.34530248027189 0 0 0 5 3 2 2.04013797078843
"7909" 1 1 2 0.94734757415518 1 1 -0.456025877007851 0.0783174950044126 -0.307673336591288 0 1 1 0 0 0 2.68441082638722
"7910" 0 1 2 0.40808060281414 0 0 -3.65985762164974 -4.34707195553476 -3.42496457606679 0 0 0 3 4 4 1.99997145216337
"7911" 0 0 2 0.543555684968836 0 2 -3.98486477973235 -3.60160025994793 -2.25690993122438 0 0 1 4 6 0 2.66546957948413
"7912" 0 1 1 0.00690984467638602 1 0 -3.04905861698866 -2.50053989135205 -4.31818420055482 0 1 0 4 8 6 -0.697855781132529
"7913" 0 1 1 0.357270283150244 0 0 -3.58851433381888 -4.25298984032741 -3.61710218635027 0 0 0 1 6 2 1.35812009079005
"7914" 1 0 1 0.770646257884141 1 1 -1.30934468157925 -0.150939264085916 -0.762509233999328 0 1 0 1 0 0 0.49725483520724
"7915" 1 1 0 0.168269240418948 1 2 -2.41823306730453 -0.671105493577872 -2.12245308021799 0 1 0 1 0 3 -0.284272856149445
"7916" 1 0 1 1.06827919409379 1 2 0.153642995106728 -0.603810024785665 0.300638452802288 1 0 1 0 2 1 2.35330841153814
"7917" 0 0 0 -0.177330180155526 1 0 -3.97292418179435 -3.25101865552382 -4.76744321164083 0 0 0 5 2 11 0.596905137992094
"7918" 0 1 0 -0.18259457068849 0 2 -5.18556098384142 -3.65147905169784 -3.84840414073747 0 0 0 8 4 4 -0.766254455970773
"7919" 0 1 2 0.288052252124024 0 1 -3.81234491474768 -2.58449430189696 -2.88628155384492 0 0 0 2 1 3 1.26506855207789
"7920" 0 1 2 0.333925463484917 1 2 -2.10640092547272 -0.965893146715516 -2.19591516605064 0 1 0 1 1 4 2.0503599237288
"7921" 1 1 1 0.855995015410567 1 1 -0.403381207134317 0.294388796761678 -0.362863460440833 1 0 0 0 0 0 1.13572733545861
"7922" 1 1 1 0.609651850797938 1 2 -1.15876279394978 -0.566146286799687 -0.913924757703183 0 1 0 1 1 2 -0.0672953057452093
"7923" 1 1 2 0.590894656043812 1 0 -1.22888135904766 -2.08608765085597 -1.88146512342508 0 0 0 2 3 2 0.131517363027382
"7924" 1 0 1 0.556704835834316 0 1 -2.95804435354562 -1.66539494129223 -1.15207812173769 0 0 0 3 1 1 1.10925758203315
"7925" 1 1 0 0.361547691315985 1 1 -1.62502669511562 -0.385282812208646 -1.72552421822084 0 1 0 3 1 2 0.761814829409564
"7926" 1 1 1 1.11323439510182 0 0 -1.73707722240927 -3.67344187458568 -1.16074017168863 0 0 1 0 5 1 1.46392850775577
"7927" 1 1 2 0.558420877266986 0 2 -2.90013738855458 -2.31999071574103 -1.40468174708729 0 0 0 6 5 1 -0.132748804123891
"7928" 0 1 1 0.396887864222374 1 1 -2.22408487337715 -0.951974987047747 -2.40173323129103 0 0 0 3 0 2 1.54178813605062
"7929" 0 0 1 0.375814438402438 0 2 -4.31964805367637 -3.26033012156997 -1.93014925450138 1 0 0 7 4 3 0.499556602843965
"7930" 1 0 0 0.704448985559596 1 1 -1.08349080782328 -0.58936817867093 -1.29192742405912 0 1 0 1 2 0 2.41255993952871
"7931" 0 1 0 0.0521174151604633 0 1 -4.31992520463213 -3.03396608648495 -3.2812600841689 0 0 0 6 3 2 0.902643661250699
"7932" 1 1 2 1.08512743179165 1 1 0.0131315989566534 -0.303576382666209 0.153712169168562 0 1 1 0 0 0 2.6012388568509
"7933" 0 0 2 0.277322001578795 0 0 -4.08398063161055 -4.32808296838739 -4.30530265777001 0 1 0 4 1 4 1.61899071457799
"7934" 0 0 2 0.478868449176571 1 2 -2.43771006756806 -1.89109731982844 -2.32276432407815 0 0 0 4 1 0 1.64719087532991
"7935" 1 1 0 0.344347577254648 0 2 -3.09053053244677 -3.07892185411152 -1.87353073240411 0 0 0 5 2 0 0.475653266802171
"7936" 0 0 2 0.363272253516429 0 2 -3.6658393392286 -3.29378884575593 -2.30375902890967 0 0 0 3 3 4 1.54840712989009
"7937" 0 1 2 0.216403679106375 1 0 -2.96520037501064 -2.87443714117772 -3.95436825092286 0 0 0 1 3 8 0.332760174034874
"7938" 0 1 2 0.131564189649544 0 1 -4.035976515336 -2.70967111855451 -2.97889670111775 0 0 0 4 4 1 -0.125452411269739
"7939" 0 1 0 0.115953403707441 1 2 -2.8249511612227 -2.04922395692412 -2.78254639672886 0 0 0 4 1 3 1.39076499074997
"7940" 0 1 2 0.247865237091868 1 1 -2.75959787601596 -1.19790257521879 -2.79574513373984 0 1 0 2 0 5 0.980413710440275
"7941" 0 0 0 -0.227458567147321 1 1 -3.9175497496305 -1.54614322530043 -4.0596714548151 0 0 0 2 0 8 1.20560514279461
"7942" 0 1 2 0.307795236339317 1 2 -2.4065776196761 -1.86611176695283 -2.39951584989471 0 0 0 1 0 3 2.21546686559768
"7943" 0 0 0 -0.502618855281037 0 0 -5.76104210548068 -4.96341954682942 -6.30968172428079 0 0 0 8 6 2 -0.527564863969012
"7944" 0 1 1 0.781126763330694 1 0 -1.24624426086042 -2.45252904781753 -2.66049993166204 0 0 0 2 5 0 2.95943940517698
"7945" 1 0 1 0.720906567366368 0 1 -2.53121182378251 -2.14698560697181 -0.805663890920784 0 0 1 7 2 0 -0.00417781193317301
"7946" 1 1 0 0.488381941971399 1 2 -1.63011832461364 -1.00891427876907 -1.29795805055181 0 0 0 1 2 1 0.291035376013859
"7947" 1 1 0 0.534265069264117 0 0 -3.06173084795137 -3.48275195381175 -2.92626230270122 0 0 0 2 5 2 0.587919287856396
"7948" 0 1 2 0.40002919529386 1 1 -2.21002314321758 -1.19303009954018 -2.81721874618263 0 0 0 0 0 4 1.74766743279004
"7949" 0 0 2 -0.009461011199317 1 0 -3.55721757876167 -3.62162804737914 -4.69964278403017 0 0 0 4 2 4 0.104056309083668
"7950" 1 1 1 0.603103481190499 0 2 -2.20074430865369 -2.00525878169209 -0.76014382272577 0 0 0 1 3 2 -0.988509119949884
"7951" 1 1 1 0.633670144895768 1 2 -1.08562092283974 -0.907715371148919 -0.318711164664064 0 0 1 2 1 0 0.208450428673297
"7952" 0 0 1 0.383244700441944 1 2 -2.53474731654511 -1.67060500031373 -2.60482671388713 0 0 0 5 2 0 1.3005435680559
"7953" 0 1 2 0.51576968872422 0 2 -3.24631709145185 -3.44016126217312 -1.96535207232919 0 0 1 0 5 0 2.35277258640475
"7954" 1 1 0 0.771972532507263 1 2 -1.09946441385344 -0.934509872462928 -0.90041437511468 0 1 0 0 2 0 1.36781227537692
"7955" 1 0 2 0.610547282397933 1 1 -1.28653459407977 -0.257574915700254 -1.37214864304423 0 0 0 4 1 2 0.664875018517909
"7956" 0 1 1 0.218369095601248 1 2 -2.83335415147534 -1.68905889970758 -2.20331118906018 0 0 0 2 0 5 0.500077768614449
"7957" 0 1 0 -0.00362245609673148 1 1 -3.5841074852063 -1.13484455873548 -3.29325793949609 0 0 0 0 2 0 0.654686678100246
"7958" 1 1 0 0.634791284715823 1 2 -1.29919867222145 -0.638504459187628 -1.05816358411169 1 0 1 1 2 0 1.22864778197063
"7959" 0 1 1 0.56067624748825 1 1 -1.9881434788194 -0.999674714179203 -2.0162704489679 0 1 0 6 2 3 1.60222402787728
"7960" 1 1 1 0.721088917731729 1 2 -0.731295706978928 -0.294483376170133 -0.395639370277616 0 1 0 4 1 0 1.30222178986841
"7961" 0 1 2 0.202989466834393 1 2 -3.03885252642028 -1.75332084925092 -2.84136357990164 0 0 0 1 1 1 0.866873306938033
"7962" 0 0 0 -0.0746052169365432 0 2 -5.07387781340285 -3.65845988381507 -3.7507412035744 0 0 0 5 5 5 0.945270139295401
"7963" 1 1 2 1.09476043568185 1 2 -0.297079897139297 -0.248827744513058 -0.000626370228278272 0 1 0 0 0 0 2.60014048374013
"7964" 0 0 2 0.334012343257156 0 2 -4.04028466244282 -3.52471702839857 -2.28507801582905 0 0 0 7 2 3 2.08304213140275
"7965" 1 1 2 1.13383230686617 0 1 -1.62535519318212 -1.82465264756431 -0.0469304913067408 0 0 0 2 1 0 2.31539427197846
"7966" 0 1 2 0.65012890545458 0 0 -2.99500213268786 -4.27243963652786 -2.86847788187 0 0 0 3 4 2 2.48999649583926
"7967" 0 1 1 0.2233306036294 0 2 -3.44080888977553 -2.77139767149005 -2.5650267758305 0 0 0 3 4 1 0.554761639971736
"7968" 1 1 1 0.772267680145703 0 1 -2.35638823293108 -1.83009325149533 -0.598766049336749 0 0 0 3 3 1 -0.424203006953063
"7969" 1 1 1 0.931692318922491 0 1 -1.47307355322793 -1.61568567990802 -0.327625582755261 0 0 1 2 1 0 0.729802488904128
"7970" 1 1 2 1.28919944509382 0 1 -1.01374251891973 -1.62562173537779 0.0387050361176896 0 0 0 2 4 0 2.44534502800736
"7971" 0 0 0 0.0208982633256328 1 1 -3.9010717032781 -1.7579966074005 -3.58608142004366 0 0 0 1 2 4 0.32938325299419
"7972" 0 0 1 0.430015249692491 0 0 -3.77251695852694 -4.5749683095258 -3.72758627411803 0 0 0 2 7 7 1.84759887357418
"7973" 0 0 2 0.333633255426149 0 1 -4.14510578401369 -2.91146521591282 -2.93181629490896 1 0 0 4 3 1 1.59208648516482
"7974" 0 1 1 0.289478517971667 1 1 -2.6289892001495 -0.742215915578677 -2.48458840016464 0 0 0 2 0 3 0.525039748141566
"7975" 1 1 2 0.98654088866025 1 2 -0.643745227495909 -0.398648654371939 0.0905982414850663 0 1 1 0 1 0 1.48318251847559
"7976" 0 0 2 0.302743613575524 0 0 -4.18259247195839 -4.51770364839633 -4.51047671728643 0 0 0 7 2 6 0.852839800621171
"7977" 0 0 2 0.309882977066122 1 2 -2.97002286520602 -1.71696982339321 -2.65672457402771 0 1 0 4 0 3 2.07548586736571
"7978" 1 1 2 0.842862110693525 0 2 -1.84534210068547 -2.63619376541857 0.113106818907748 0 0 0 1 3 0 1.21142407448466
"7979" 1 1 0 0.577973585379337 1 2 -1.25703193867946 -1.10275960194724 -1.07355541170507 1 0 1 1 0 1 1.08490046896285
"7980" 1 1 2 0.675695442273652 1 1 -1.14310882087428 -0.192915190120774 -0.936176879368156 0 0 1 1 1 1 -0.635750258364091
"7981" 0 1 1 0.590653398428383 0 1 -3.26144201854946 -2.05545076670178 -1.8624511400449 0 0 0 1 4 2 2.4214484684205
"7982" 0 0 2 0.348441153806567 1 2 -2.84820834275457 -1.87973516260721 -2.53836234226286 0 0 0 3 2 3 2.23916147315375
"7983" 1 1 2 0.58661422645427 1 1 -1.09963279156161 -0.176118377321312 -1.26384281277645 1 0 1 0 0 1 -0.781511936036804
"7984" 1 0 2 0.837621041543663 1 2 -1.0640405976708 -0.775109482549564 -0.638016199527782 0 0 1 1 2 0 0.833002290099708
"7985" 1 1 0 0.412249855993043 1 2 -1.87092711967166 -0.991290952695851 -1.5266130772982 1 0 0 1 1 0 0.156856394782825
"7986" 1 0 1 0.576764927923886 0 0 -2.91287798669902 -3.42248189399245 -2.74757424044079 0 0 1 3 3 1 0.79390853679719
"7987" 0 0 2 0.497019332476193 0 1 -3.96716635700473 -3.11738302611687 -2.25201230373212 0 0 0 4 3 1 2.13195773991695
"7988" 0 1 1 0.491514382662439 1 1 -2.25537998746265 -0.966351951210893 -2.06842366616455 0 1 0 1 0 3 0.832198416829277
"7989" 0 0 1 0.198979897732057 0 1 -4.24158219720981 -2.684041021319 -2.77384196131064 0 0 0 9 5 3 0.531940778105348
"7990" 1 1 1 1.2343432663823 1 0 0.447606345807186 -1.2251651664136 -0.837582103451808 1 0 0 0 1 1 3.26959979680094
"7991" 0 0 2 0.183238767677967 1 2 -3.17647301587911 -1.90899662342249 -2.83505451820329 0 0 0 0 1 2 1.4209880905738
"7992" 0 0 2 0.332604839650168 1 1 -2.84055588791524 -1.63963774317912 -2.8782919009775 0 0 0 3 2 4 1.51861785794491
"7993" 1 1 2 0.841634672857648 0 2 -1.95818017792424 -2.30792742184912 -0.198414814341975 0 0 1 2 3 1 1.22052470143294
"7994" 1 0 1 0.736625603385699 1 1 -1.19881069373623 -0.143254527872902 -0.75151319976522 0 1 0 3 1 2 0.811072008634901
"7995" 0 1 1 0.590281093420114 0 1 -3.10544560443529 -2.4798166752144 -1.76579478001989 0 0 0 2 4 3 2.11707090826175
"7996" 1 0 1 0.942773453854636 1 0 -0.294660997925315 -1.81650048127018 -1.5602240339779 0 0 0 0 3 2 1.5973456989962
"7997" 0 1 0 0.554518928656043 0 2 -3.14531219192113 -3.0551468473403 -2.07188828216987 0 1 0 2 2 4 2.95591638852015
"7998" 0 0 2 0.447934218020619 1 0 -2.88202574991812 -3.11583460359684 -3.7435546997881 0 0 0 5 4 2 1.66333287908618
"7999" 0 0 2 0.227039774924462 1 2 -3.00341039728564 -1.98072719045723 -2.50086873567885 0 0 0 3 1 3 1.04947875460316
"8000" 0 1 0 -0.0242832824591919 0 2 -4.68306025963407 -3.64845155587098 -3.37035289929789 0 1 0 3 2 2 0.36110182277931
"8001" 1 0 2 0.718923644002184 0 0 -2.48999768106981 -3.94847636633601 -2.38364680496154 0 0 0 2 4 3 0.948182084789266
"8002" 0 0 0 -0.0627385381968695 1 2 -3.75154325754631 -2.05497385901112 -3.65110710402173 0 0 0 1 6 6 0.793543791167927
"8003" 0 1 0 0.0727994033866595 0 2 -4.65865623048774 -3.25484313184784 -3.05707624685275 0 0 0 1 3 4 1.2175771780377
"8004" 0 0 2 0.29432787404981 0 0 -4.29226667825777 -4.92179822297562 -3.97872666790433 0 0 0 4 4 2 1.76265714807194
"8005" 0 0 0 -0.288240993369094 0 0 -5.81065501238725 -5.13340588264448 -5.49847753299631 0 0 0 4 9 11 -0.452048381401628
"8006" 0 0 1 0.0595208559680193 1 2 -3.24623183016201 -1.84271855211564 -3.04935497027122 0 0 0 3 1 3 -0.435531314457436
"8007" 0 0 1 0.158550748261179 1 2 -2.65070361373162 -1.75193326579954 -2.98947015817046 0 1 1 6 2 3 0.812858883782199
"8008" 0 0 0 -0.259365132635204 1 1 -4.2660217759608 -1.64747639792755 -4.42309326504507 0 1 0 3 4 6 0.0373030623744159
"8009" 0 1 2 0.66780284480811 1 2 -1.79856487288839 -1.64471565723326 -1.64918764746938 0 0 0 4 1 1 1.89901837739168
"8010" 1 1 0 0.480320526201572 1 1 -1.69828238555438 -0.109464332389038 -1.61829825983223 0 1 0 0 0 2 0.935242871549495
"8011" 1 0 1 0.462942211075088 1 2 -1.60579944986259 -1.22459602607801 -1.24901057123765 0 0 1 2 1 3 -0.48140792971181
"8012" 0 1 0 -0.094084221497328 1 2 -3.6551649843479 -1.90143190991377 -3.73559772563297 0 0 0 2 6 1 1.20947704962753
"8013" 0 1 0 0.0422980942850072 1 0 -3.50068466266325 -3.22881780508636 -4.59767642305807 0 0 0 2 4 6 0.627601862121951
"8014" 1 0 0 0.673488617882577 1 2 -1.35881616800173 -1.09415301964034 -1.27387278412769 0 0 1 0 1 1 1.15527214009234
"8015" 0 1 1 0.272699556847981 1 0 -2.48708255387513 -2.59297614469918 -3.82577526059363 0 1 0 2 6 1 -0.13801154991419
"8016" 1 0 2 0.473884957239156 0 1 -3.14428633875635 -1.9354465088415 -1.41756067933484 0 0 0 4 2 5 0.100386169447667
"8017" 0 0 2 0.200838204701866 0 2 -4.19756654651541 -3.43157221715945 -2.72663341397006 0 0 0 3 8 7 1.22545629389258
"8018" 0 0 1 0.377569843150675 0 2 -4.07050345412661 -3.082066762614 -2.28231852596173 0 0 0 3 4 1 1.95920946536348
"8019" 0 0 2 0.272784697054747 1 2 -3.31559836264348 -2.04686361030107 -2.33720851045677 0 0 0 6 3 6 1.43996073337356
"8020" 1 0 1 0.944506599170212 1 2 -0.632366331914613 -0.601085452562261 -0.376641745557594 1 1 0 1 1 1 1.78977006361373
"8021" 0 1 1 0.392622796633759 1 1 -2.72938819103805 -0.657060624426323 -2.62971334040892 0 0 0 4 0 2 0.58384522050179
"8022" 0 0 1 0.0311580512940836 0 1 -4.4958817409733 -3.14487921480959 -3.53952204998625 0 0 0 4 4 4 -0.275732980084675
"8023" 0 0 2 0.458342542542785 0 0 -3.5316667120752 -4.2369756815669 -3.53903284438775 0 0 0 5 6 6 2.1543718439427
"8024" 1 1 1 1.28323154866167 1 0 0.384963956609484 -1.48814176421248 -0.726764158226725 1 0 1 1 1 1 3.16300699155058
"8025" 0 1 0 -0.485487739840424 0 2 -5.72878091818356 -3.46810470617436 -4.17498539017947 0 0 0 8 8 4 -0.68659599630652
"8026" 1 1 2 1.18336993408117 1 2 0.0479688442602547 -0.578734249790869 0.237779085987138 1 0 1 0 0 0 2.43929725467761
"8027" 1 1 1 0.63109526552527 1 2 -1.03789784117593 -0.660942054910779 -0.77947503733005 0 0 0 1 1 1 0.077986632182662
"8028" 0 0 2 0.128508152859707 1 0 -3.19561191379446 -3.1476740518897 -4.46435328795808 0 0 0 3 2 3 1.07279239894798
"8029" 1 0 2 0.679185869069493 1 1 -0.908856088294637 -0.438908563232213 -1.47761032216042 0 0 1 0 0 1 0.766208287216296
"8030" 1 0 0 0.432327197507346 1 0 -2.04993022383866 -2.10625014326754 -3.17978207003423 0 0 1 4 2 2 1.10672350890939
"8031" 0 0 2 0.312747720944291 1 2 -2.90271568088063 -1.80671559761202 -2.53457526186711 0 0 0 1 5 2 2.23963873550568
"8032" 0 1 0 -0.132596107291021 1 0 -3.89012311651298 -3.34892689041705 -4.59292926000392 0 0 0 3 1 6 -0.112028024458958
"8033" 0 1 2 0.60751916287092 0 1 -2.7646443856325 -2.38654415071432 -1.99362833387572 0 0 0 8 0 2 3.0457892105227
"8034" 1 0 2 0.688814890572521 1 1 -1.37428572005855 -0.275991990200178 -1.33151062274862 0 1 0 2 0 2 1.13201635109282
"8035" 1 1 2 1.05860693067656 1 2 -0.301386762890677 -0.727668920001589 -0.0205444124134497 0 0 1 0 1 0 2.31841127340123
"8036" 0 0 2 -0.0488548572237735 1 1 -3.83610509048288 -1.17053077596371 -3.78760189861221 0 0 0 5 2 4 -0.466730923241005
"8037" 0 1 2 0.382650997435263 1 2 -2.28254501383607 -1.65965716009229 -2.39634443718941 0 1 0 2 1 4 1.56726534505992
"8038" 0 1 1 0.349674150798118 0 2 -3.7266846767871 -3.08363744885655 -1.90801198536941 0 1 0 1 5 4 1.42905632014438
"8039" 1 0 0 0.284271384641722 1 1 -2.18958348329152 -0.582802278717846 -2.47225419863128 0 1 0 2 0 1 0.781222671512816
"8040" 0 1 1 0.325167542464772 1 2 -2.54170012754444 -1.57433978442346 -1.80695780670946 0 0 0 2 1 0 0.17464082885884
"8041" 0 1 1 0.36415390458155 0 1 -3.58508490080289 -2.48112599551854 -2.43108546958999 0 0 0 2 1 3 1.03323462987947
"8042" 1 1 2 1.06410944352869 1 1 -0.117581822875919 0.279142814050676 0.00505671000517732 1 1 0 0 0 0 2.66801818227746
"8043" 0 1 0 0.0602464121067212 0 2 -4.60816886501561 -3.41556155913534 -2.76055869100293 0 0 0 5 2 1 0.335610981131936
"8044" 1 1 2 0.550135876833158 1 2 -1.23434366624355 -0.559034049764659 -0.930857317349269 1 0 0 2 2 1 0.452100293322669
"8045" 1 1 1 0.532666846024834 1 1 -1.37032548794153 -0.25454015637352 -1.27500138934191 0 0 0 2 0 2 -0.0149122648983442
"8046" 0 0 1 0.694445973031104 0 0 -3.34460622589135 -4.24100145516555 -3.2664536769299 0 0 0 1 7 3 1.93568392563886
"8047" 0 1 2 0.362788094986984 1 0 -2.1526512929677 -2.65221463115589 -3.69563377309739 0 1 0 3 4 3 1.36083535540972
"8048" 0 1 2 -0.0010770990463804 1 1 -3.33053617673115 -1.23383830089107 -3.13223551561783 0 0 0 3 1 1 0.0496561013537007
"8049" 1 1 2 1.08398509640603 1 2 -0.019917780721619 -0.695993272170049 0.27137565425459 0 0 1 0 2 1 2.45462209430918
"8050" 1 0 2 0.413396643368478 1 1 -1.46033546048493 -0.685088121809598 -2.03072927935525 0 1 0 0 0 1 -0.158473915508141
"8051" 1 1 1 1.17343657950613 1 1 0.210264843309147 0.394797447669147 0.457578102632613 1 0 1 0 0 0 1.93481119249914
"8052" 0 0 2 0.590229101180253 1 1 -1.64063203668999 -1.27245771117906 -2.33200500501482 0 0 0 2 3 4 2.7900299085961
"8053" 0 0 2 0.151969298085398 0 1 -4.34223726840845 -3.05433199236279 -3.2540850802506 0 0 0 5 1 5 -0.109622760358592
