"A_bin" "L_bin_binA" "L_cat_binA" "M_cont_binA" "M_bin_binA" "M_cat_binA" "contY_binMcontMbinA_EMint" "contY_catMbinMbinA_EMint" "contY_catMcontMbinA_EMint" "binY_binMcontMbinA_EMint" "binY_catMbinMbinA_EMint" "binY_catMcontMbinA_EMint" "countY_binMcontMbinA_EMint" "countY_catMbinMbinA_EMint" "countY_catMcontMbinA_EMint" "C_cont"
"9480" 1 1 1 0.745398466141733 1 2 -0.562549371829904 -0.491387255619957 -0.55541952300954 1 1 0 0 0 0 1.16300603997793
"9481" 1 1 2 0.942223279077864 1 0 -0.018818700764263 -1.71808591627538 -1.63295742202656 0 0 0 1 4 1 1.87110413465042
"9482" 0 1 2 0.315120921654858 0 2 -4.0122275324227 -3.26848946259046 -2.04490141909024 0 0 0 2 4 1 0.923925789686997
"9483" 0 1 0 -0.112439622063638 0 0 -4.95139149769034 -4.53211991107793 -4.55897616702659 0 0 0 7 5 5 -0.128793558278214
"9484" 0 0 0 0.104272579835579 0 2 -4.50331986981965 -3.59255762395951 -3.16603427768687 0 0 0 6 4 3 2.03132877524587
"9485" 0 0 2 0.614644085145518 0 1 -3.76501303740397 -2.46980684624767 -2.09593170949377 0 0 0 3 3 2 2.83971076227087
"9486" 0 0 2 0.375304446084213 1 2 -2.7543560998737 -1.96295488788709 -2.53725963300504 0 0 0 3 0 0 2.28756559254879
"9487" 0 1 2 0.661998476748135 1 2 -1.7120676146164 -0.989593486535102 -1.47594667497039 0 0 0 3 3 1 3.42810301568988
"9488" 0 0 0 -0.416651294377324 1 1 -4.54495705967441 -1.60877965846178 -4.42885003100782 0 1 0 5 0 5 -0.252276219232945
"9489" 0 1 0 0.443717719713145 1 2 -2.66936390693518 -2.21529091864563 -2.08695367900347 0 0 1 5 2 4 2.35489445250817
"9490" 1 0 0 0.369366024183342 1 0 -1.9767243873882 -2.37910340968335 -3.57735051388745 0 0 0 5 0 3 0.651796888581599
"9491" 0 1 1 0.605684403820131 1 2 -1.61584141019251 -1.44612111857196 -1.85753275839228 0 0 1 0 0 2 1.62064365055035
"9492" 0 0 2 0.275794890783828 1 1 -2.96074603824116 -1.17567219231237 -2.79888327499772 0 0 0 1 0 2 1.09683220233934
"9493" 0 1 2 -0.0288637118271073 1 2 -3.1059497151859 -1.61275528079563 -3.10886577001698 1 0 0 1 0 4 -0.44119391724635
"9494" 0 1 1 0.109144806003267 1 0 -2.92323714536654 -3.16003664429108 -4.11250194225457 0 0 0 3 2 6 -0.867540472834119
"9495" 0 1 0 0.495227586005551 1 2 -1.6883007903007 -1.97244788491714 -1.74181800390615 0 1 0 2 2 0 3.24378106070574
"9496" 1 0 1 1.00654492059315 1 1 -0.417686193919429 0.0660997444098081 -0.557767539753888 0 1 0 0 0 0 2.74085998840354
"9497" 0 1 0 0.112326620716838 1 2 -3.28783498144619 -1.93125715829772 -2.76898564792982 1 0 0 4 0 4 1.58344448111982
"9498" 0 1 0 -0.0448593836410525 1 0 -3.53560450033366 -3.29607009481348 -4.92862154129105 0 0 0 1 2 7 0.201760203004157
"9499" 0 0 1 0.388296155313551 0 1 -3.51304168076073 -3.08643333758334 -2.64932649263483 0 0 0 5 2 1 1.32273989128857
"9500" 1 1 2 0.681748669756139 1 1 -0.780720130198032 0.103499404175906 -1.27514388023963 0 1 0 0 1 1 0.559630966557747
"9501" 0 1 0 -0.127375712325046 1 2 -3.71320865522798 -2.13127009292921 -3.80662663516599 0 0 0 4 4 3 -0.622423025373149
"9502" 1 1 2 1.09130610678865 1 0 0.0718882202482223 -1.74135183438265 -1.43403810077348 0 0 0 0 1 0 2.54178266429917
"9503" 0 0 2 0.362368887576385 0 2 -3.8678253073013 -2.94037412056672 -2.3802437227191 0 0 0 4 4 5 1.33094909303233
"9504" 0 0 2 0.334140517740316 1 2 -2.59766934272813 -2.12290273892199 -2.32298687745265 0 0 0 4 2 2 1.31089147334144
"9505" 1 0 1 0.661298578805183 0 2 -2.43271195041222 -2.9025660380971 -1.00274653373917 0 0 1 5 4 2 0.218416717235258
"9506" 0 0 2 0.562328206225429 0 1 -3.72003301797941 -2.53395387263743 -2.38026111392301 0 0 0 6 7 4 1.85323132612884
"9507" 1 0 1 0.881568727404422 0 1 -2.36146914950278 -2.21899832991176 -1.07604781442357 0 0 0 3 2 0 1.73314441498264
"9508" 1 1 2 0.812748454633702 1 2 -0.40747817418387 -1.02868522589921 -0.563838476019305 0 1 0 0 0 2 0.864275613858131
"9509" 0 1 2 0.0311401365887495 1 2 -3.26209040759924 -1.78845400884019 -3.09654779256475 0 0 0 4 2 1 -0.0425673147996402
"9510" 0 1 1 0.378204071074483 1 1 -2.19962892957507 -0.619769284361372 -2.24883377166079 0 0 0 3 1 2 0.808172136805558
"9511" 1 1 1 0.752644349729163 0 1 -2.08867951150838 -1.32449344123434 -0.730433897924372 1 0 1 1 1 1 0.70732046054989
"9512" 0 0 1 0.180676996937111 0 0 -4.14670162442567 -4.35166511839287 -4.71681524918825 0 0 0 6 4 7 0.654866315409191
"9513" 1 1 2 1.05162152428196 1 2 -0.0842278303561967 -0.938342527302542 0.000413247282374796 1 1 1 0 0 0 1.52117439618527
"9514" 1 1 0 0.636748247520749 0 1 -2.68085510117481 -1.68404484329473 -1.25354990158299 0 0 1 4 3 4 0.74950286232768
"9515" 0 0 1 0.329252224371877 0 0 -3.94201955529636 -4.44994181554347 -3.85423688240378 0 0 0 2 5 7 0.927717801129748
"9516" 0 1 1 0.593585094589845 0 1 -3.30835206039948 -2.17240480776422 -1.98888162175668 0 1 0 0 2 3 1.73202797681844
"9517" 0 0 0 -0.0864226177146393 1 1 -3.85742849411435 -1.87079966644118 -4.02584688440167 0 0 0 6 1 3 0.444807167976197
"9518" 1 1 1 0.715687117120379 1 2 -0.811190328331629 -0.610549657151296 -0.126254834887047 0 0 1 0 0 0 0.463885298067426
"9519" 0 1 2 -0.08055669628541 1 0 -3.61435599399295 -2.6410653861864 -4.84572318305661 0 0 0 4 4 4 -0.257573953912367
"9520" 1 0 2 0.280984351990244 1 1 -2.02593446274073 -0.645624734333131 -2.65519099380047 0 0 0 2 1 1 -0.226201951119653
"9521" 0 1 0 0.210202937004231 1 1 -2.79288933849306 -1.00927829797617 -2.6507925065159 0 0 0 3 1 5 2.20567731826242
"9522" 1 1 1 0.744206163202252 0 1 -2.08546772277419 -1.60249143759233 -0.888619297225579 1 0 0 4 5 1 0.874365365677199
"9523" 1 1 0 0.203621135870098 1 2 -2.16000964965506 -1.17109139460851 -1.45835316186207 0 1 0 3 2 2 0.527363077089651
"9524" 0 1 1 0.446208879914565 1 2 -2.18870054000311 -1.80001206240176 -2.09191637520496 0 0 0 0 2 3 1.51813885334128
"9525" 1 1 1 1.03851764530889 1 1 -0.0337120907053434 0.41903646473049 0.0907429175820978 1 0 1 0 0 0 2.68709316306503
"9526" 1 0 2 0.747499825485864 1 1 -1.34073453707642 -0.511686978339631 -0.816941911558317 0 1 0 1 0 0 1.20578069640054
"9527" 1 1 0 0.563976250370405 1 2 -1.50197948395574 -1.0873894124478 -1.41987368962428 0 0 0 2 1 0 1.03938805590162
"9528" 0 1 1 0.856003886916478 0 1 -2.25287344343169 -2.22451868906419 -0.955323675113778 0 0 1 3 3 0 3.07791703122662
"9529" 1 1 0 0.226236292377563 1 0 -2.08697617650487 -2.06909896873536 -3.16911387428486 0 0 1 2 3 2 0.344941409163065
"9530" 0 0 2 0.0391402692309082 0 0 -4.60250790888714 -4.82806543636512 -4.42366356202611 0 0 0 9 4 5 1.16571960586096
"9531" 0 0 1 0.263569673136331 1 0 -2.4251556878597 -2.98631564935633 -4.03070584632188 0 0 0 6 1 2 1.27808051678465
"9532" 0 1 1 0.69555438032383 0 2 -2.9343648286343 -2.87734085230654 -1.59581099024077 0 0 0 5 3 2 2.22843684707159
"9533" 0 1 1 0.359180975155299 1 2 -1.78165550082437 -1.30216312241421 -1.65913408823101 0 1 0 2 1 4 1.92837606557869
"9534" 0 0 0 -0.208762836360123 1 0 -4.05432029283014 -3.31625497012785 -4.91071381255528 0 0 0 4 4 7 0.251041271989435
"9535" 0 0 1 0.245900994531465 0 2 -3.7342226539754 -3.23861446117455 -2.48004048255449 0 0 0 0 3 2 1.34053181138402
"9536" 0 1 1 1.033311818559 0 2 -2.41766185877355 -2.78918428410404 -0.441721308198739 0 0 0 4 4 1 3.95608045014714
"9537" 0 1 0 -0.0673482820118148 1 1 -3.93054007467895 -1.66045400351173 -3.32385616952595 0 0 0 5 2 5 0.230293423237785
"9538" 0 0 2 0.445881403637077 1 1 -2.47138550022628 -1.06615372327921 -2.81189440261105 0 1 1 1 1 5 2.37385291810485
"9539" 0 0 0 -0.460429208827542 1 1 -4.94079255089427 -1.83900084273622 -4.95746436346985 0 0 0 5 3 5 -1.02839112954014
"9540" 0 1 0 0.145604241309442 1 0 -3.20841773678561 -3.25960013791011 -3.87614594646785 0 0 0 4 3 6 1.3219713779075
"9541" 0 1 2 0.151700425540708 1 2 -2.90616636565434 -1.52154989425785 -2.77303747519573 0 0 0 5 3 3 0.330871507819727
"9542" 0 1 0 -0.172645551957753 1 1 -4.08072879786793 -1.63144653450565 -3.86673140711362 0 0 1 3 1 0 -0.548821486700126
"9543" 0 1 0 -0.300920045867302 1 2 -4.15077208439645 -1.95368721910101 -3.56217967483917 0 0 0 5 2 3 -0.045484734748527
"9544" 1 0 2 1.05255883018169 1 0 -0.776999216409634 -2.18665619399556 -1.47941678215719 1 0 0 0 3 3 1.76749685773918
"9545" 1 0 1 0.681189815924551 0 1 -2.43954486127459 -1.94961481529007 -1.05648398801353 0 0 0 3 1 0 1.08403265929377
"9546" 1 0 1 0.772727967616801 1 1 -0.846739240875724 -0.221444416170273 -1.13862956639967 0 0 0 1 0 2 1.72400483639878
"9547" 1 1 0 0.587753467273926 1 2 -1.08769822567588 -1.05915870524818 -1.01958626594822 0 0 0 0 2 1 0.945219080755746
"9548" 0 1 2 0.431256953110228 0 2 -3.38676552661833 -3.32556224659148 -2.29165348056639 0 0 0 3 5 2 1.21080401485802
"9549" 1 1 2 0.583923028354138 1 2 -1.26820617744422 -0.369702941741735 -0.926344711247369 0 1 0 1 2 2 0.181737106351148
"9550" 1 1 1 0.884815426944273 1 1 -0.663668673969918 0.155003061674335 -0.349018019371548 1 0 1 0 1 0 0.756288346509315
"9551" 1 1 0 0.536823227642944 1 0 -1.64133443680218 -2.41954552902972 -2.79282321944427 0 0 0 3 1 2 0.779071370853981
"9552" 1 1 2 0.706194421336975 0 1 -2.51139991965127 -1.75338991744225 -0.908001865330779 0 0 1 1 1 1 1.37684882543906
"9553" 0 0 1 -0.0171828976670249 0 0 -4.63915155158521 -4.68910064713285 -5.12521459645875 0 0 0 7 6 5 0.188880065643365
"9554" 0 0 0 0.245530135251748 1 2 -3.21608823792468 -1.95019120471029 -3.19282689913933 0 0 0 1 3 5 2.582289627907
"9555" 1 1 1 0.988790826038701 1 2 -0.196636613220043 -0.124217127798357 0.0214531591809481 1 0 1 0 0 0 2.37325525979001
"9556" 0 0 1 0.36216842560503 0 0 -3.32427422953498 -4.59340117312924 -3.79852490139743 0 0 0 7 3 3 1.75448078886361
"9557" 1 1 2 0.851701282466779 1 2 -0.518936798877331 -0.580271685789963 -0.499084839023947 0 1 0 0 1 1 0.72526049939546
"9558" 1 1 0 0.354491399000874 1 2 -1.90828333396348 -0.93084817458865 -1.79173787611732 0 0 0 2 0 0 0.919413101689689
"9559" 0 0 2 -0.159651236254688 1 0 -3.70837996197054 -3.33708107827459 -5.26779595753676 0 0 0 2 6 6 -0.364652573039295
"9560" 0 0 2 0.292431263260877 0 0 -4.04887162202948 -4.7531312100954 -4.08921601901756 0 0 0 3 5 4 1.56830323193372
"9561" 0 1 2 0.0494430412209139 1 2 -3.0736891473656 -1.80734547023566 -2.43931926730255 0 1 0 3 2 2 0.403685234563898
"9562" 0 0 2 -0.209145024274685 0 1 -5.14401486553643 -3.42545219292434 -4.00366060216685 0 0 0 6 5 9 -0.891290987561317
"9563" 0 0 0 0.0184047032818854 0 0 -4.58189144151507 -4.5304487268184 -4.96049793101099 0 0 0 6 4 6 1.21163367255521
"9564" 1 1 1 0.895632011557864 1 1 -0.526552458162643 0.0108167152962769 0.065419087304287 0 0 1 1 0 0 1.09329234427144
"9565" 0 0 0 0.212753847848369 1 2 -3.53333410876803 -2.33630154370437 -3.04882241109824 0 0 0 5 3 2 0.778881134725102
"9566" 0 0 1 0.223726191136051 1 2 -2.77196185243836 -1.80463546968522 -2.8923710308724 0 0 0 6 3 2 1.04269460820953
"9567" 1 0 1 0.552625973845783 0 0 -2.45401665134762 -3.78761667416595 -2.7743441395256 0 0 0 2 3 5 0.377773361217575
"9568" 0 0 2 0.097176380860749 0 2 -4.54759883696705 -3.56264803553717 -3.0809801579369 0 0 0 3 4 0 0.685005877511609
"9569" 0 1 0 0.455844404270678 0 0 -3.70626361057553 -4.21342022108882 -3.563288884332 0 0 0 3 3 1 3.58765995042761
"9570" 0 1 2 0.225564026881077 1 1 -2.6633081786342 -1.16030597407517 -2.58562454933789 1 0 1 3 2 4 0.395448940200754
"9571" 1 0 2 0.856367293875326 1 1 -0.447118211998295 -0.38569078522338 -0.711004023380796 1 0 1 1 0 2 1.55515784391221
"9572" 1 1 1 0.720162390540869 1 1 -0.434771665222026 0.0865054482646491 -0.887615788516066 1 0 0 3 0 1 0.828841853830594
"9573" 0 0 1 0.566735367436631 0 0 -3.44276956744214 -4.91456712455486 -3.42063527036806 0 0 0 5 2 2 2.77667161374507
"9574" 0 0 0 0.071167395843803 1 0 -3.56215257804196 -3.33172770135683 -4.88190581667657 0 0 0 2 1 3 1.51092629073398
"9575" 1 1 1 0.860282015967901 1 1 -0.749575534441812 0.249781052960549 -0.389792160673352 0 0 1 0 0 0 1.20292199057018
"9576" 0 1 1 0.406809759521205 1 0 -2.25718626600137 -2.50339827945848 -3.58732667876649 0 1 0 3 5 6 1.58209739272308
"9577" 0 1 0 0.166005976200252 0 2 -4.28628494912446 -3.06673212197376 -3.05160594122716 0 0 0 3 1 1 1.50790750028113
"9578" 0 0 1 -0.0807415810443862 0 1 -4.66398493648413 -2.98131922730658 -3.99751230389326 0 0 0 4 3 3 -0.551707389905626
"9579" 0 1 1 0.599330869916895 1 2 -1.86695136827884 -1.51959670621231 -1.45646481446198 0 1 0 1 2 0 2.4049895427506
"9580" 0 1 1 0.379955968119257 0 0 -3.52805504645064 -4.5606814369986 -3.70598722805976 0 0 0 1 5 3 -0.375638763871086
"9581" 0 1 2 0.409388019355769 0 2 -3.71008915384311 -3.22032777715954 -2.44863010364921 0 0 1 1 6 2 0.906046663329185
"9582" 0 1 1 0.227985060239781 0 2 -3.63939126007848 -2.94101358557996 -2.22174669499665 0 0 0 5 1 2 1.02005801835197
"9583" 1 0 1 0.58125704240759 1 0 -1.44598582792195 -2.09116846915877 -2.48890488577853 1 0 0 2 1 0 -0.753428401528161
"9584" 0 1 0 0.0142522176925328 0 2 -4.71653260169377 -3.20387025650335 -2.66931725250178 0 0 1 6 3 5 0.626785826845422
"9585" 0 1 1 0.31867336400378 1 1 -2.23700994675319 -0.599657532201958 -2.32380746585073 0 0 0 4 0 4 1.64518722122477
"9586" 1 0 1 0.849431794080796 1 2 -0.977975999754964 -0.547276659698591 -0.437282059074595 0 1 0 2 1 1 1.50834731264759
"9587" 0 0 0 -0.0297168823603998 1 1 -3.96162104664528 -1.24088284086072 -3.78032041606417 0 0 0 3 1 4 0.674105990085983
"9588" 0 0 2 0.394451605551759 1 2 -2.79811545056778 -1.89681442688636 -2.44667260863848 0 0 0 3 1 1 1.6023960048792
"9589" 1 1 2 0.693886283097875 1 1 -1.01609256820737 -0.00168149142619303 -1.31958537420135 0 1 1 2 0 2 0.549362436840298
"9590" 0 0 0 -0.17498820164298 1 1 -3.80735125954045 -1.64886342367898 -4.41947521609296 0 0 0 4 5 7 0.688452015512852
"9591" 0 1 2 0.255718370960017 1 1 -3.00287326483467 -1.49538889360639 -2.64503675547226 0 0 1 5 0 4 0.809119245238171
"9592" 0 1 2 0.189503565193386 1 1 -2.88286797178498 -0.931056158687664 -2.92564784171758 0 1 0 5 1 1 1.02512726144921
"9593" 1 1 1 0.655681576379397 1 1 -1.06920386979699 0.0362636918691136 -0.982773076466875 0 1 0 0 0 1 0.142947201171631
"9594" 0 0 1 0.100004522112138 1 2 -3.24201658921628 -2.16565622801673 -2.64664338496464 0 0 0 2 3 4 0.716619658113912
"9595" 1 0 2 1.01692044832931 0 1 -1.86426471530075 -2.14152595410467 -0.401817764993351 0 0 0 2 0 1 2.15954949674549
"9596" 0 1 1 0.195408383070828 0 2 -3.51720693551422 -3.11159489993786 -2.42364428625524 0 0 0 3 3 0 1.23230161166715
"9597" 0 1 0 0.0902610819017711 0 0 -4.40445523355732 -4.61022377617449 -4.528886479511 0 0 0 5 5 6 0.957040825368727
"9598" 1 0 2 0.833335619576826 1 2 -0.859688612171557 -1.04815385381444 -0.91609618737829 0 0 0 1 0 2 1.31223984465763
"9599" 1 1 1 0.713919228783624 0 1 -2.09011195649513 -1.32140172866 -0.987851429984953 0 0 0 2 2 1 0.444834769223385
"9600" 0 0 1 0.0449095373986146 1 0 -3.25027257501167 -3.2032621813823 -4.80399242409561 0 0 0 2 4 10 -0.826859676451109
"9601" 1 0 2 0.563636229926453 0 1 -2.69641788375754 -2.21887879030733 -1.53998576266466 0 0 1 5 4 3 0.275429224285404
"9602" 0 0 1 0.472130643119658 1 2 -2.35604552687105 -1.41295044414143 -1.84815478566206 0 1 1 3 3 1 2.23385187895735
"9603" 0 1 1 0.280342193938093 0 2 -3.58972478030734 -2.71317969110375 -2.00024409968682 0 0 0 5 4 2 0.864346224789345
"9604" 0 1 0 0.255468280239219 1 2 -2.65858921444884 -1.64185600516168 -2.25285675166061 0 0 0 2 2 1 2.3014440342545
"9605" 1 0 1 0.909358010180038 1 2 -0.500002510948065 -0.778169605884653 -0.457459795486757 0 0 0 0 2 0 0.368276160101009
"9606" 0 1 0 0.246305252921408 0 1 -3.9116710065317 -2.75525551226923 -2.69442725874564 0 0 0 3 1 2 2.5647696968566
"9607" 1 0 0 -0.0139169068419531 1 1 -3.01032482974731 -0.73982079916182 -2.69701676609149 0 0 0 3 0 3 -0.654302164323787
"9608" 0 1 0 -0.237711164647655 1 2 -3.77203992449535 -2.00722229775025 -3.55050754909229 0 0 0 3 4 2 -0.0090202083175781
"9609" 0 1 1 0.216928615890454 1 2 -2.89428707820393 -1.34530421741602 -2.21522849538597 0 0 0 1 1 2 1.59544499646293
"9610" 0 1 1 0.0153325534584458 0 0 -3.95173478880847 -4.29307116648494 -4.59366640123321 0 0 0 4 4 8 1.10632651497752
"9611" 1 1 0 0.699672863239117 0 2 -2.49909297366117 -2.57282044616214 -0.801036806016239 0 0 1 3 3 1 1.8243092092548
"9612" 0 1 1 0.169901813684089 1 1 -2.97825517181849 -0.552543273623058 -2.5109404431903 0 1 0 3 5 1 0.44128215727559
"9613" 1 0 2 0.789175647816071 1 2 -1.03308338629987 -0.895823617189298 -0.925047983336587 0 0 1 0 1 3 0.969798910695533
"9614" 0 1 1 0.389774722485564 0 2 -3.45358448233877 -3.19177396843818 -2.00823866188852 0 0 0 7 4 0 0.965397082751811
"9615" 0 1 1 0.261672487133742 1 2 -2.39930974366602 -1.83778852365932 -2.39655331670932 1 0 0 3 2 4 1.17045909086939
"9616" 0 1 1 0.774857608524652 1 2 -1.38964586858673 -1.55292525068521 -1.16948563711939 1 0 0 0 3 3 2.41857409565283
"9617" 1 0 2 0.544713147160179 1 2 -1.25790673626961 -1.30523729350151 -1.55365878124271 0 0 0 1 1 3 0.913354436673228
"9618" 1 1 2 1.06201086355264 1 2 -0.131084861307049 -0.443988134840855 -0.0604661148864332 1 0 0 0 0 0 2.34305296432303
"9619" 0 1 0 -0.1809965413947 0 1 -5.29027669062229 -3.61221080444272 -3.74687665931359 0 0 0 10 3 4 -0.307126090503918
"9620" 1 0 0 0.197005210342436 1 1 -2.23346726098677 -0.579092918453509 -2.51871310649425 1 0 0 1 0 1 -0.825765253889866
"9621" 1 1 0 0.715069669071173 1 2 -0.916507084745741 -1.05434154093493 -0.692457008421998 0 0 1 0 0 4 2.25159729357092
"9622" 1 1 2 0.761363113978559 0 2 -2.10443961916286 -2.45395218149517 -0.408934969260078 0 0 1 1 2 1 0.777126869986903
"9623" 1 1 0 0.789485559265318 1 1 -0.95758591647393 -0.22902321099251 -0.907532643918946 1 1 0 0 0 2 2.84072705070182
"9624" 1 0 0 0.237166228004045 1 2 -2.33412284060715 -1.43241682898327 -2.14764706409041 0 0 0 1 1 1 0.24159470911992
"9625" 0 0 1 0.262473407762466 1 1 -2.95805523028208 -1.33148021110685 -2.88169402234906 0 1 0 2 1 6 1.23637541686036
"9626" 0 0 2 0.222970633141417 1 1 -3.20054574136288 -1.77872941945578 -3.1440261288488 1 0 0 2 2 3 0.869480787952492
"9627" 1 0 1 0.607709628880875 1 0 -1.33251608850555 -2.08257656845054 -2.553031809181 0 0 0 3 1 1 -0.262464147160745
"9628" 1 1 0 0.413070782862738 1 2 -1.9324413700144 -0.9154122387585 -1.8638583908134 0 0 0 1 1 1 -0.436571726062804
"9629" 1 1 2 0.853962608111789 1 1 -0.649252521059287 0.00820163530520204 -0.686742936030723 0 0 1 3 0 0 1.23969513779657
"9630" 0 1 2 0.639044156808655 1 2 -1.66728025664443 -1.60940475586246 -1.85530587096503 0 0 0 3 1 0 1.66970443374982
"9631" 0 0 2 0.0491964354595185 1 1 -3.86594730681528 -1.33053154893031 -3.5098306695188 0 0 0 1 1 3 0.722933557416676
"9632" 0 1 2 0.368436941605011 1 2 -2.2837124055909 -1.4514619637301 -2.33744786944204 0 1 0 0 4 1 1.67599380267454
"9633" 1 0 0 0.500777578703588 0 1 -3.2756892956062 -2.41836118714049 -1.72066102104038 0 0 1 3 2 3 1.15285198175876
"9634" 0 0 2 0.474661275425211 0 0 -3.67119889558303 -4.2834049222747 -3.71458684574346 0 0 0 6 1 2 1.73793680225723
"9635" 0 0 1 0.409119913141589 0 1 -3.7654214234262 -2.60420675478057 -2.44802178758274 0 0 0 8 2 2 2.10795970819627
"9636" 0 0 0 0.286374414367646 1 1 -3.24165076249555 -1.52255032445931 -2.98316820442805 0 0 0 2 0 1 2.88383845820897
"9637" 1 0 2 0.485660277457453 1 0 -1.8385216583979 -2.1149995131157 -2.33242501711297 0 0 0 2 7 0 0.0884661966688404
"9638" 1 0 1 0.790979808347816 0 1 -2.32880989691921 -1.9351137564538 -0.957999516911695 0 1 0 1 1 0 0.5451003666243
"9639" 1 1 0 0.639544183298901 0 2 -2.62698132177452 -2.41223604178846 -1.15993251681985 0 0 1 1 2 0 1.4233652331371
"9640" 0 0 0 0.339037514913287 0 2 -3.91351082658421 -3.53454216434567 -2.34851464538132 0 0 0 5 2 0 2.48271284130188
"9641" 0 0 1 0.391050540457103 1 2 -2.65039516669402 -1.67201160481287 -1.97815596574198 0 0 0 3 2 0 1.63727634387225
"9642" 0 1 1 0.621205747481645 1 1 -2.06060600213624 -0.750824592048068 -1.6952145011849 0 1 0 3 0 1 2.1469888937451
"9643" 0 0 2 -0.0657808305142755 0 2 -4.7079035576389 -3.56038255394102 -3.77641153122027 0 0 0 6 2 2 0.802206392328245
"9644" 1 1 0 0.613887529462878 0 2 -2.46714752403702 -2.54456532118937 -0.884771839772996 0 0 1 4 0 1 1.40385531114876
"9645" 1 1 2 0.753096229352279 0 2 -1.96385108907082 -2.11248028040938 -0.609274563584003 0 0 1 2 0 0 1.10422863906433
"9646" 1 0 2 0.535381673921129 1 0 -1.34099397169087 -2.59898060980058 -2.60529353703368 0 1 0 3 0 4 0.186467887806484
"9647" 0 1 1 0.579734989373714 0 2 -2.95910928141597 -2.5712244815649 -1.38205962188126 0 0 0 2 1 1 2.12768264866633
"9648" 0 1 0 -0.172454889794146 0 0 -5.15388734207318 -4.99014989182695 -5.0828749655327 0 0 0 4 5 3 -0.18184181682582
"9649" 0 1 2 0.115526490112615 1 1 -3.05543850758146 -1.45413050311636 -2.70963421697512 0 1 0 3 2 0 0.308682542682232
"9650" 0 0 1 0.0496795343725431 1 2 -3.05210680622544 -1.76325557747396 -2.55640423681246 0 0 0 3 0 3 0.374633339370015
"9651" 0 0 0 -0.284872618541222 0 0 -5.43968712678833 -4.7983401942777 -5.47610561121682 0 0 0 14 3 3 0.0126808367047532
"9652" 0 0 0 -0.0216842496921853 0 2 -5.1790026878092 -3.8796252058088 -3.57039563226287 0 0 0 2 2 4 0.839467043836476
"9653" 0 0 1 0.374720574849583 0 2 -3.67656519588871 -2.95238906960146 -2.27006676449096 0 0 0 5 4 5 1.98697385898562
"9654" 0 0 1 0.180826033595011 1 2 -2.75183108906385 -1.67869514936933 -2.90687294291626 0 0 0 7 1 0 0.537494366885773
"9655" 1 1 1 1.37218784528665 0 1 -0.342109038926469 -0.944151202338781 0.887654899419075 0 0 0 0 2 2 3.42519329627631
"9656" 1 0 1 0.837408457900859 1 0 -0.822749268857338 -2.33704395699768 -2.33065696385503 1 0 0 0 4 2 1.24432485633863
"9657" 0 0 0 -0.27713642361428 1 2 -4.18546755880753 -2.30446808451724 -3.88608964283064 0 0 0 7 2 3 -0.382945386862214
"9658" 1 1 1 1.12328313663479 0 2 -1.42224819097156 -2.15168657577412 0.647326424358556 0 0 0 1 1 0 1.99058930632994
"9659" 1 1 1 1.39258608219132 1 2 0.477407276036992 -0.458089367880011 1.41653380462853 0 1 0 0 0 1 2.57900455234772
"9660" 0 0 1 0.15580851428164 0 1 -4.50444523121744 -2.73052304885007 -3.36744606522263 0 0 0 4 9 1 0.609898662657555
"9661" 0 1 2 0.195430981887149 0 2 -3.83058483576601 -3.16926231667684 -2.63750097486221 0 0 0 4 1 0 1.09785956762559
"9662" 0 0 0 -0.341623878264516 1 1 -4.2933290780307 -2.02823883887178 -4.4425145742945 0 0 0 4 1 7 0.519563129405047
"9663" 0 1 1 0.128865425395002 0 2 -3.93631698309686 -2.98396004872301 -2.76001311507833 0 0 0 3 4 1 0.372441108264059
"9664" 1 1 2 1.201582741619 1 2 0.285482764423197 -0.783504660103641 0.218239014366468 1 0 0 0 1 0 2.42328567127101
"9665" 1 0 0 0.599357129644803 0 1 -2.94486234395599 -2.22177618232916 -1.59024205404816 0 0 1 4 2 3 0.931573164142909
"9666" 0 1 0 -0.174342497226918 0 0 -5.01892981364011 -4.74539271975322 -4.85062145492586 0 0 0 3 7 5 0.911938603527292
"9667" 0 0 1 0.277414597583184 0 2 -3.99632688884561 -3.47772097306864 -2.84463391644029 0 0 0 3 3 2 0.680330698118392
"9668" 0 1 0 0.0855650258480494 0 2 -4.55649640681086 -3.37664949165634 -2.85521916552519 0 0 0 5 2 3 1.07427013583396
"9669" 0 1 2 0.599681098568955 1 1 -2.0417962765409 -0.786841846074299 -2.10014842422417 0 0 0 4 0 2 2.24493751814594
"9670" 0 1 0 0.202691290232592 0 2 -4.34677851413628 -3.59336979309284 -2.89221073505424 0 0 0 1 4 1 1.72032329851099
"9671" 1 0 2 0.697125052984142 0 0 -2.50354890483771 -3.77859507173112 -2.22887158356468 0 0 0 4 3 4 0.997193132380672
"9672" 0 1 2 0.307271135212365 0 2 -3.53851011946458 -2.94571373834646 -2.16857351638343 0 0 0 8 1 2 0.737272837764931
"9673" 0 0 0 0.00920009807335886 1 0 -3.54849736793762 -3.42432572439178 -5.16022866994815 0 0 0 1 2 3 0.620648167058996
"9674" 1 1 2 0.921279387758275 1 2 -0.542384903214078 -0.899102098552556 -0.276492215783119 0 0 1 0 0 0 1.19766541132689
"9675" 0 0 1 0.440058765125264 1 2 -2.44027864610792 -1.87899923997831 -2.01719233334949 0 0 0 4 1 3 2.55408749615836
